Activity,acc_rh_x_mean,acc_rh_x_median,acc_rh_x_std,acc_rh_x_iqr,acc_rh_x_max,acc_rh_x_min,acc_rh_y_mean,acc_rh_y_median,acc_rh_y_std,acc_rh_y_iqr,acc_rh_y_max,acc_rh_y_min,acc_rh_z_mean,acc_rh_z_median,acc_rh_z_std,acc_rh_z_iqr,acc_rh_z_max,acc_rh_z_min,gyro_rh_x_mean,gyro_rh_x_median,gyro_rh_x_std,gyro_rh_x_iqr,gyro_rh_x_max,gyro_rh_x_min,gyro_rh_y_mean,gyro_rh_y_median,gyro_rh_y_std,gyro_rh_y_iqr,gyro_rh_y_max,gyro_rh_y_min,gyro_rh_z_mean,gyro_rh_z_median,gyro_rh_z_std,gyro_rh_z_iqr,gyro_rh_z_max,gyro_rh_z_min
lefttoright,0.49614,0.36973,0.90221,0.79824,0.54673,0.54673,0.3237,0.27276,0.74286,0.49684,0.38816,0.38816,0.23826,0.2584,0.6366,0.56834,0.53209,0.53209,0.4915,0.4212,0.73908,0.71843,0.61727,0.61727,0.39004,0.36303,0.55152,0.59322,0.35852,0.35852,0.90239,0.87435,0.78301,0.80678,0.60688,0.60688
lefttoright,0.46393,0.37978,0.66684,0.59437,0.54673,0.54673,0.60551,0.53299,0.71792,0.47963,0.38816,0.38816,0.11424,0.12638,0.52133,0.54501,0.36759,0.36759,0.47228,0.57022,0.75519,0.71531,0.61727,0.61727,0.14303,0.08453,0.45553,0.4239,0.34942,0.34942,0.76004,0.6073,0.7528,0.72577,0.60688,0.60688
lefttoright,0.56893,0.51395,0.51301,0.49495,0.3406,0.3406,0.44937,0.40164,0.45795,0.40856,0.22277,0.22277,0.07081,0.11574,0.38866,0.44317,0.0,0.0,0.64195,0.7613,0.67833,0.53276,0.63989,0.63989,0.29526,0.28056,0.38406,0.29548,0.26401,0.26401,0.32241,0.42264,0.66366,0.70619,0.34489,0.34489
lefttoright,0.70992,0.7494,0.47683,0.47731,0.3406,0.3406,0.21306,0.25014,0.46468,0.49393,0.1525,0.1525,0.13662,0.18624,0.39896,0.37082,0.16801,0.16801,0.5743,0.61576,0.72101,0.59655,0.63989,0.63989,0.41302,0.40439,0.41077,0.27378,0.37673,0.37673,0.60167,0.49221,0.63963,0.70836,0.37377,0.37377
lefttoright,0.81568,0.75448,0.42605,0.42072,0.32607,0.32607,0.36939,0.30546,0.46645,0.47526,0.1525,0.1525,0.18708,0.23312,0.34358,0.29436,0.16801,0.16801,0.40108,0.25739,0.82955,0.83346,0.68003,0.68003,0.21336,0.15102,0.37383,0.35275,0.37673,0.37673,0.8041,0.7577,0.65406,0.82648,0.37377,0.37377
lefttoright,0.78861,0.62281,0.44008,0.38756,0.3702,0.3702,0.38385,0.3526,0.49961,0.51015,0.21448,0.21448,0.19731,0.2175,0.29868,0.31735,0.05192,0.05192,0.52697,0.36599,0.86005,0.87854,0.68003,0.68003,0.18878,0.15102,0.3098,0.31086,0.18721,0.18721,0.84053,0.7577,0.61886,0.74124,0.3137,0.3137
lefttoright,0.75836,0.63038,0.54126,0.56501,0.60228,0.60228,0.24627,0.26272,0.49553,0.47623,0.21448,0.21448,0.16328,0.18525,0.37315,0.3126,0.18625,0.18625,0.75117,0.74939,0.79482,0.71809,0.75201,0.75201,0.19593,0.15284,0.28712,0.25012,0.18721,0.18721,0.58473,0.53981,0.59977,0.66475,0.3137,0.3137
lefttoright,0.74798,0.68605,0.5379,0.60444,0.60228,0.60228,0.19466,0.19924,0.41718,0.33522,0.16938,0.16938,0.13115,0.1706,0.34766,0.3055,0.18625,0.18625,0.64933,0.54376,0.78513,0.79099,0.75201,0.75201,0.1729,0.13457,0.2512,0.19814,0.14814,0.14814,0.39095,0.48252,0.55005,0.57589,0.20907,0.20907
lefttoright,0.6984,0.58227,0.48055,0.43166,0.55815,0.55815,0.13243,0.15019,0.49592,0.46422,0.18349,0.18349,0.08184,0.1224,0.36038,0.40834,0.07647,0.07647,0.48691,0.28305,0.83086,0.83745,0.83807,0.83807,0.27703,0.17295,0.37051,0.29917,0.28197,0.28197,0.50855,0.52233,0.52356,0.53548,0.33883,0.33883
lefttoright,0.72803,0.52162,0.4852,0.45597,0.55815,0.55815,0.35058,0.36642,0.56364,0.5906,0.25682,0.25682,0.05257,0.08149,0.38431,0.28321,0.09857,0.09857,0.70739,0.52063,0.88307,0.85291,0.83807,0.83807,0.36241,0.29107,0.38943,0.31851,0.28197,0.28197,0.34697,0.33991,0.60079,0.63423,0.33883,0.33883
lefttoright,0.73424,0.68097,0.69186,0.56798,0.56128,0.56128,0.28513,0.27593,0.53413,0.47105,0.25682,0.25682,0.08042,0.09977,0.44022,0.41883,0.09857,0.09857,0.79318,0.84605,0.76563,0.66201,0.75392,0.75392,0.39419,0.30615,0.49792,0.37694,0.51775,0.51775,0.36569,0.35254,0.80069,0.83804,0.37663,0.37663
lefttoright,0.69096,0.60757,0.77861,0.65393,0.78038,0.78038,0.51423,0.34004,0.65333,0.55624,0.68181,0.68181,0.03063,0.10176,0.81291,0.5954,0.39531,0.39531,0.48814,0.39474,0.80739,0.80619,0.7501,0.7501,0.31131,0.18894,0.69874,0.78265,0.51775,0.51775,0.88152,0.76497,0.85642,0.84919,0.50643,0.50643
lefttoright,0.72335,0.61773,0.7072,0.65898,0.78038,0.78038,0.58587,0.42551,0.71202,0.62147,0.68181,0.68181,0.04688,0.13069,0.81771,0.48817,0.39531,0.39531,0.66612,0.67578,0.91676,1.0,0.7954,0.7954,0.29735,0.21339,0.63653,0.70132,0.45163,0.45163,0.72182,0.66269,0.76443,0.75193,0.53355,0.53355
lefttoright,0.73873,0.63038,0.79717,0.7328,0.54569,0.54569,0.4008,0.18039,0.72514,0.65553,0.37281,0.37281,0.07016,0.10575,0.60932,0.43983,0.49982,0.49982,0.72468,0.70164,0.86645,0.8602,0.7954,0.7954,0.41528,0.26319,0.52745,0.47139,0.43209,0.43209,0.75445,0.67082,0.79911,0.72835,0.67801,0.67801
lefttoright,0.74949,0.57719,0.69898,0.63837,0.44238,0.44238,0.81589,0.64364,0.56759,0.45886,0.37281,0.37281,0.03436,0.0725,0.5457,0.46584,0.49982,0.49982,0.66018,0.71872,0.78209,0.74476,0.66024,0.66024,0.52972,0.39502,0.43921,0.36694,0.43209,0.43209,0.67667,0.64607,0.77273,0.757,0.67801,0.67801
lefttoright,0.65671,0.47859,0.52362,0.57504,0.34581,0.34581,0.84318,0.64364,0.41048,0.34334,0.32434,0.32434,0.04519,0.0725,0.37029,0.35556,0.14171,0.14171,0.89385,0.88674,0.73898,0.69077,0.68755,0.68755,0.5964,0.57505,0.3287,0.27178,0.34056,0.34056,0.17796,0.26393,0.61887,0.56656,0.33422,0.33422
lefttoright,0.58461,0.46335,0.54746,0.52934,0.38681,0.38681,0.87229,0.56695,0.51766,0.44816,0.32649,0.32649,0.02604,0.05356,0.43061,0.41782,0.14171,0.14171,0.77873,0.69382,0.91425,0.76572,0.93521,0.93521,0.56256,0.57505,0.3934,0.35684,0.37813,0.37813,0.31367,0.27051,0.67003,0.58513,0.33422,0.33422
lefttoright,0.75198,0.54432,0.6106,0.55869,0.42679,0.42679,0.97981,0.65556,0.50456,0.44508,0.32649,0.32649,0.11232,0.15066,0.65768,0.60692,0.11855,0.11855,0.68442,0.49292,1.0,0.91479,0.93521,0.93521,0.50117,0.29358,0.53923,0.46894,0.57469,0.57469,0.45018,0.29647,0.75904,0.65128,0.46195,0.46195
lefttoright,0.70147,0.78227,0.74071,0.64132,0.45067,0.45067,1.0,0.72157,0.61435,0.5434,0.45751,0.45751,0.16506,0.24011,0.78305,0.58493,0.25535,0.25535,0.89756,0.86666,0.96118,0.90898,0.96625,0.96625,0.67146,0.46265,0.71048,0.72569,0.68907,0.68907,0.36725,0.31672,0.72295,0.72625,0.46195,0.46195
lefttoright,0.74729,0.82022,0.83348,0.89929,0.5888,0.5888,0.91091,0.60593,0.60758,0.53205,0.45751,0.45751,0.09588,0.14001,0.70037,0.53929,0.25535,0.25535,0.84702,0.88225,0.89353,0.81612,0.96625,0.96625,0.86323,0.75143,0.68241,0.66326,0.68907,0.68907,0.43616,0.34199,0.69554,0.72367,0.43651,0.43651
lefttoright,0.98581,0.95946,0.78722,0.76087,0.61891,0.61891,0.74259,0.50913,0.42571,0.38197,0.25897,0.25897,0.15429,0.18989,0.72047,0.45164,0.26342,0.26342,0.58754,0.54448,0.81571,0.80811,0.621,0.621,0.68414,0.64108,0.54637,0.52586,0.60531,0.60531,0.72276,0.5424,0.8441,0.82658,0.61595,0.61595
lefttoright,0.78474,0.86076,0.71818,0.65771,0.61891,0.61891,0.60588,0.54808,0.53146,0.46131,0.27677,0.27677,0.17125,0.2125,0.78344,0.521,0.26342,0.26342,0.82203,0.97771,0.87832,0.8486,0.78859,0.78859,0.43715,0.35252,0.57081,0.50789,0.54333,0.54333,0.3705,0.3567,0.87996,0.94467,0.61595,0.61595
lefttoright,0.76792,0.73665,0.74863,0.71724,0.47872,0.47872,0.30394,0.28157,0.56856,0.48564,0.27677,0.27677,0.14878,0.18358,0.68424,0.53859,0.19081,0.19081,1.0,0.96464,0.85785,0.82803,0.99657,0.99657,0.58095,0.43614,0.64629,0.65548,0.54333,0.54333,0.0,0.15732,0.77368,0.94102,0.2582,0.2582
lefttoright,0.80832,0.7493,0.66204,0.62242,0.47872,0.47872,0.52929,0.38342,0.57124,0.55558,0.33231,0.33231,0.15257,0.18525,0.60963,0.44388,0.15118,0.15118,0.69786,0.66327,0.87079,0.78947,0.99657,0.99657,0.68305,0.59584,0.55723,0.53222,0.47016,0.47016,0.48409,0.52994,0.74285,0.84092,0.34317,0.34317
