Activity,acc_rh_x_mean,acc_rh_x_median,acc_rh_x_std,acc_rh_x_iqr,acc_rh_x_max,acc_rh_x_min,acc_rh_y_mean,acc_rh_y_median,acc_rh_y_std,acc_rh_y_iqr,acc_rh_y_max,acc_rh_y_min,acc_rh_z_mean,acc_rh_z_median,acc_rh_z_std,acc_rh_z_iqr,acc_rh_z_max,acc_rh_z_min,gyro_rh_x_mean,gyro_rh_x_median,gyro_rh_x_std,gyro_rh_x_iqr,gyro_rh_x_max,gyro_rh_x_min,gyro_rh_y_mean,gyro_rh_y_median,gyro_rh_y_std,gyro_rh_y_iqr,gyro_rh_y_max,gyro_rh_y_min,gyro_rh_z_mean,gyro_rh_z_median,gyro_rh_z_std,gyro_rh_z_iqr,gyro_rh_z_max,gyro_rh_z_min
circle,0.30549,0.18406,0.16954,0.16696,0.25087,0.25087,0.62439,0.6589,0.10079,0.12262,0.21902,0.21902,0.4992,0.65003,0.13648,0.12738,0.30118,0.30118,0.42482,0.38656,0.23756,0.23181,0.25899,0.25899,0.34889,0.37202,0.15669,0.11834,0.21865,0.21865,0.65599,0.50046,0.27419,0.18145,0.33303,0.33303
circle,0.57228,0.65151,0.13551,0.14161,0.16169,0.16169,0.37331,0.31686,0.09748,0.13701,0.0936,0.0936,0.6581,0.7197,0.09343,0.05162,0.30587,0.30587,0.28476,0.30116,0.1896,0.23536,0.19054,0.19054,0.64555,0.59537,0.1392,0.14198,0.21865,0.21865,0.30556,0.2857,0.06406,0.09615,0.09456,0.09456
circle,0.26767,0.2212,0.15739,0.15832,0.1583,0.1583,0.33119,0.26529,0.10493,0.13371,0.11752,0.11752,0.63235,0.69191,0.12413,0.14547,0.30587,0.30587,0.45641,0.4488,0.21213,0.21427,0.26312,0.26312,0.6819,0.76105,0.10779,0.09136,0.14359,0.14359,0.42463,0.32149,0.24397,0.30674,0.22072,0.22072
circle,0.32864,0.29799,0.18142,0.18451,0.32615,0.32615,0.48997,0.53091,0.13146,0.10599,0.24049,0.24049,0.57544,0.63798,0.10851,0.10271,0.25874,0.25874,0.4474,0.50474,0.27133,0.2541,0.26312,0.26312,0.11079,0.53132,0.13964,0.11471,0.07523,0.07523,0.49073,0.3485,0.29364,0.42463,0.22072,0.22072
circle,0.64032,0.56303,0.20862,0.19743,0.4033,0.4033,0.4679,0.40541,0.15812,0.12184,0.24049,0.24049,0.59265,0.68822,0.11419,0.09633,0.27744,0.27744,0.27146,0.33995,0.28424,0.29912,0.20438,0.20438,0.31481,0.50414,0.20771,0.16535,0.16566,0.16566,0.21564,0.0,0.21804,0.23386,0.24753,0.24753
circle,0.3735,0.27295,0.18323,0.17146,0.4033,0.4033,0.44952,0.38895,0.13381,0.12656,0.21393,0.21393,0.56702,0.61755,0.12422,0.1137,0.30443,0.30443,0.57482,0.43497,0.28839,0.30947,0.26447,0.26447,0.81398,0.83526,0.21653,0.20312,0.18851,0.18851,0.36726,0.24426,0.15242,0.16654,0.24753,0.24753
circle,0.25841,0.08973,0.14042,0.17336,0.14195,0.14195,0.54617,0.56694,0.09616,0.13187,0.1162,0.1162,0.53329,0.62291,0.08636,0.095,0.30443,0.30443,0.63599,0.60743,0.24273,0.27215,0.26447,0.26447,0.39859,0.66485,0.20146,0.15873,0.18851,0.18851,0.68691,0.57506,0.15231,0.28303,0.18576,0.18576
circle,0.34194,0.32345,0.27468,0.19829,0.57147,0.57147,0.3751,0.43522,0.22498,0.16959,0.30923,0.30923,0.58597,0.65874,0.18935,0.13477,0.59986,0.59986,0.36548,0.38957,0.40905,0.25116,0.61123,0.61123,0.5596,0.6164,0.31575,0.2089,0.70165,0.70165,0.61058,0.55671,0.36813,0.377,0.33221,0.33221
circle,0.35242,0.2475,0.5699,0.32109,1.0,1.0,0.52806,0.57222,0.57619,0.36607,1.0,1.0,0.52778,0.65572,0.59259,0.43755,0.91472,0.91472,0.52661,0.58112,0.62447,0.40293,0.61123,0.61123,0.54583,0.31104,0.47329,0.40519,0.70165,0.70165,0.32422,0.29068,0.60182,0.42077,0.59666,0.59666
circle,0.09574,0.04048,0.48287,0.12627,1.0,1.0,1.0,1.0,0.48683,0.09747,1.0,1.0,0.53127,0.71332,0.54339,0.18803,0.91472,0.91472,0.59337,0.41994,0.41503,0.20136,0.5796,0.5796,0.43301,0.66202,0.34498,0.15879,0.48866,0.48866,0.29657,0.24571,0.5205,0.33789,0.59666,0.59666
circle,0.0,0.17488,0.02231,0.02256,0.0,0.0,0.79155,0.7934,0.06132,0.06516,0.21187,0.21187,0.75394,0.82485,0.05477,0.06529,0.36633,0.36633,0.34842,0.32792,0.09211,0.065,0.12411,0.12411,0.8645,0.79627,0.0,0.0,0.13896,0.13896,0.68164,0.37564,0.22184,0.23308,0.2649,0.2649
circle,0.33684,0.38523,0.0,0.0,0.0,0.0,0.42853,0.40261,0.03251,0.00349,0.10565,0.10565,0.87833,0.93168,0.03155,0.0332,0.36633,0.36633,0.23796,0.30612,0.0846,0.08326,0.05182,0.05182,0.39117,0.61215,0.05582,0.06038,0.07875,0.07875,0.76709,0.55972,0.07004,0.15689,0.2649,0.2649
circle,0.40897,0.42822,0.01176,0.00831,0.03085,0.03085,0.2854,0.35943,0.0,0.0,0.02279,0.02279,0.87027,0.92129,0.022,0.02683,0.33645,0.33645,0.28689,0.30642,0.02192,0.07506,0.00452,0.00452,0.1608,0.50059,0.08385,0.09396,0.07875,0.07875,0.505,0.3228,0.12119,0.12689,0.23847,0.23847
circle,0.42554,0.49667,0.05692,0.03788,0.06664,0.06664,0.1545,0.23113,0.0117,0.01324,0.0,0.0,0.8403,0.90924,0.06245,0.07094,0.34294,0.34294,0.28283,0.38911,0.07102,0.10058,0.04941,0.04941,0.27388,0.51997,0.0534,0.08619,0.0,0.0,0.30322,0.18959,0.14341,0.08363,0.23847,0.23847
circle,0.41463,0.40526,0.11665,0.09077,0.26846,0.26846,0.0951,0.12612,0.08726,0.10333,0.10038,0.10038,0.80835,0.87675,0.12713,0.15144,0.4919,0.4919,0.1986,0.41482,0.22891,0.12835,0.08085,0.08085,0.4051,0.68802,0.08558,0.07139,0.13913,0.13913,0.22883,0.20899,0.09018,0.0866,0.03347,0.03347
circle,0.24425,0.15944,0.13374,0.12722,0.26846,0.26846,0.1877,0.26312,0.08166,0.07551,0.10038,0.10038,0.6717,0.73174,0.11951,0.11535,0.4919,0.4919,0.5355,0.41001,0.33716,0.28839,0.21332,0.21332,0.47137,0.62964,0.11602,0.07648,0.13913,0.13913,0.22102,0.14698,0.07899,0.11621,0.03347,0.03347
circle,0.27228,0.28047,0.09969,0.1155,0.04258,0.04258,0.43659,0.3672,0.06071,0.05655,0.11808,0.11808,0.48845,0.57267,0.04089,0.04667,0.17596,0.17596,0.83009,0.63885,0.35436,0.42335,0.39319,0.39319,0.19529,0.30938,0.18832,0.17788,0.2451,0.2451,0.41133,0.4176,0.01673,0.07899,0.0,0.0
circle,0.50803,0.59057,0.09015,0.10866,0.15953,0.15953,0.54915,0.52904,0.07211,0.09045,0.13465,0.13465,0.40609,0.5452,0.04461,0.0334,0.14753,0.14753,0.40059,0.42836,0.38864,0.3436,0.39319,0.39319,0.22184,0.20563,0.21474,0.21108,0.40562,0.40562,0.64568,0.49862,0.0064,0.07029,0.23375,0.23375
circle,0.5773,0.66319,0.09218,0.10752,0.15953,0.15953,0.38345,0.26529,0.0729,0.10287,0.13465,0.13465,0.4707,0.58472,0.0805,0.09365,0.18065,0.18065,0.20974,0.32777,0.30793,0.32134,0.2439,0.2439,0.52604,0.45852,0.15277,0.17113,0.40562,0.40562,0.38273,0.21948,0.04032,0.09711,0.23375,0.23375
circle,0.30621,0.23789,0.12778,0.13182,0.2015,0.2015,0.30013,0.23889,0.09745,0.10049,0.11864,0.11864,0.47453,0.58472,0.09528,0.10538,0.20403,0.20403,0.66973,0.63569,0.35839,0.39499,0.19765,0.19765,0.66127,0.54101,0.15749,0.20077,0.14179,0.14179,0.33434,0.23364,0.0,0.0,0.07135,0.07135
circle,0.28758,0.15401,0.12195,0.13049,0.2015,0.2015,0.51156,0.54861,0.12277,0.14315,0.14406,0.14406,0.39247,0.50436,0.11337,0.09757,0.20403,0.20403,0.73268,0.70922,0.38554,0.37722,0.24822,0.24822,0.32408,0.23281,0.18743,0.20907,0.15227,0.15227,0.47816,0.32516,0.03967,0.06418,0.07135,0.07135
circle,0.60929,0.61351,0.1085,0.12376,0.21291,0.21291,0.50063,0.39701,0.1009,0.13847,0.14406,0.14406,0.4164,0.57837,0.09806,0.10209,0.1846,0.1846,0.23583,0.169,0.27743,0.28117,0.24822,0.24822,0.29541,0.5169,0.13924,0.12834,0.15227,0.15227,0.51498,0.31205,0.09161,0.1198,0.18104,0.18104
circle,0.36385,0.37688,0.20348,0.19411,0.21291,0.21291,0.26711,0.31003,0.1194,0.14053,0.10113,0.10113,0.39862,0.5777,0.09972,0.12861,0.16805,0.16805,0.42937,0.34296,0.42677,0.38302,0.47885,0.47885,0.61796,0.60979,0.20186,0.17937,0.28358,0.28358,0.5299,0.32805,0.09667,0.09694,0.18104,0.18104
circle,0.48874,0.3994,0.23735,0.22861,0.30023,0.30023,0.22838,0.36595,0.15136,0.2045,0.10113,0.10113,0.42572,0.59545,0.14736,0.1682,0.29975,0.29975,0.39565,0.28582,0.42539,0.39866,0.47885,0.47885,0.53908,0.48546,0.25278,0.24032,0.28358,0.28358,0.49331,0.3624,0.0559,0.11587,0.07712,0.07712
circle,0.44418,0.44866,0.28361,0.22885,0.46378,0.46378,0.29598,0.3703,0.19627,0.19383,0.21733,0.21733,0.42574,0.56162,0.15293,0.17107,0.29975,0.29975,0.54233,0.54984,0.34744,0.40113,0.36435,0.36435,0.36467,0.49965,0.21697,0.19082,0.29646,0.29646,0.39826,0.34496,0.04757,0.11894,0.02538,0.02538
circle,0.45704,0.30134,0.28985,0.2693,0.46378,0.46378,0.33507,0.31283,0.22879,0.23965,0.24501,0.24501,0.38347,0.48962,0.1263,0.1207,0.27132,0.27132,0.51546,0.56593,0.34029,0.34959,0.36435,0.36435,0.34096,0.60246,0.21584,0.21599,0.29646,0.29646,0.23229,0.22315,0.10274,0.16531,0.06312,0.06312
circle,0.47438,0.1152,0.22817,0.25235,0.4431,0.4431,0.42268,0.41037,0.18581,0.18461,0.24501,0.24501,0.38707,0.49197,0.08118,0.09191,0.21915,0.21915,0.36245,0.40881,0.20802,0.23596,0.1492,0.1492,0.65985,0.7022,0.17845,0.14844,0.1545,0.1545,0.45387,0.36777,0.14442,0.16299,0.17505,0.17505
circle,0.40209,0.10142,0.22872,0.20811,0.4431,0.4431,0.36977,0.45418,0.16827,0.16473,0.19567,0.19567,0.53337,0.64468,0.14481,0.161,0.30335,0.30335,0.39819,0.51812,0.25028,0.32217,0.1492,0.1492,0.69166,0.75325,0.12579,0.10522,0.1545,0.1545,0.53458,0.47424,0.20567,0.28729,0.17505,0.17505
circle,0.48525,0.40442,0.36313,0.2618,1.0,1.0,0.37135,0.36781,0.27732,0.21925,0.52542,0.52542,0.59344,0.74079,0.24432,0.22731,0.4257,0.4257,0.13672,0.38265,0.37927,0.35196,0.17891,0.17891,0.15678,0.671,0.32983,0.15531,0.42958,0.42958,0.3986,0.35794,0.36755,0.3858,0.28047,0.28047
circle,0.30302,0.05092,0.72081,0.49578,1.0,1.0,0.273,0.22118,0.62271,0.48859,0.87777,0.87777,0.27987,0.54353,0.62904,0.50036,0.73264,0.73264,0.45708,0.45948,0.69441,0.48009,0.70285,0.70285,0.3802,0.69227,0.68028,0.52294,0.84524,0.84524,0.66634,0.51606,0.77557,0.62348,0.7047,0.7047
circle,0.77015,0.51711,0.88885,0.78943,1.0,1.0,0.30528,0.0,0.78626,0.83216,0.87777,0.87777,0.17767,0.21936,0.79205,0.85639,0.76287,0.76287,0.53636,0.45948,0.8375,0.88941,0.70285,0.70285,0.35163,0.28528,0.75784,0.76175,0.84524,0.84524,0.57148,0.41537,0.97807,0.99536,0.7047,0.7047
circle,0.41467,0.13313,0.93394,0.88498,1.0,1.0,0.6057,0.5368,0.90494,0.91661,0.99868,0.99868,0.05286,0.10683,0.89919,0.90502,0.82583,0.82583,0.54612,0.24628,0.89275,0.91208,0.91348,0.91348,0.43205,0.15883,0.83914,0.78563,1.0,1.0,0.73779,0.61912,0.94867,0.91855,0.85452,0.85452
circle,0.33836,0.02713,1.0,1.0,1.0,1.0,0.51318,0.50822,1.0,1.0,0.99868,0.99868,0.0,0.0,1.0,1.0,0.89313,0.89313,0.40956,0.13742,1.0,0.92927,0.91348,0.91348,0.4453,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99032,0.877,0.85452,0.85452
circle,1.0,1.0,0.91885,0.81478,1.0,1.0,0.33324,0.29792,0.85774,0.73203,0.90621,0.90621,0.3163,0.5288,0.90074,0.8826,1.0,1.0,0.01352,0.0,0.82092,0.6872,0.71227,0.71227,0.19963,0.35996,0.90138,0.77018,0.91111,0.91111,0.69402,0.89537,1.0,1.0,0.74229,0.74229
circle,0.61882,0.34389,0.598,0.32545,1.0,1.0,0.0904,0.14041,0.54288,0.30783,0.90621,0.90621,0.49043,0.66343,0.54268,0.22761,1.0,1.0,0.21683,0.29935,0.52216,0.37292,0.52874,0.52874,0.74759,0.82935,0.57604,0.3245,0.7999,0.7999,0.68927,0.51003,0.68257,0.49864,0.62391,0.62391
circle,0.62408,0.39316,0.2886,0.24447,0.43509,0.43509,0.0419,0.25597,0.29105,0.20038,0.29341,0.29341,0.51516,0.64903,0.19377,0.15678,0.39152,0.39152,0.39523,0.41001,0.4068,0.33578,0.32898,0.32898,0.35168,0.59442,0.3667,0.29201,0.47862,0.47862,0.32415,0.3759,0.48177,0.31821,0.36321,0.36321
circle,0.46373,0.33471,0.31737,0.27865,0.43509,0.43509,0.26112,0.37559,0.27524,0.26237,0.29341,0.29341,0.49279,0.58741,0.24703,0.26155,0.39152,0.39152,0.70717,0.4876,0.39968,0.43814,0.32898,0.32898,0.41643,0.43323,0.36077,0.29517,0.47862,0.47862,0.29049,0.46034,0.46389,0.4218,0.2178,0.2178
circle,0.26401,0.26459,0.32089,0.26589,0.48662,0.48662,0.1763,0.19043,0.27767,0.27007,0.16459,0.16459,0.63409,0.70529,0.26307,0.26555,0.45808,0.45808,0.55362,0.62923,0.56002,0.54698,0.27649,0.27649,0.94031,0.63153,0.28511,0.22184,0.46737,0.46737,0.56192,0.47188,0.32386,0.31722,0.24588,0.24588
circle,0.57037,0.52797,0.37139,0.34084,0.52519,0.52519,0.07956,0.36936,0.33453,0.27443,0.16459,0.16459,0.78906,0.94441,0.28848,0.35067,0.45808,0.45808,0.11155,0.48955,0.69884,0.67995,0.40088,0.40088,0.48476,0.53155,0.27498,0.19494,0.37083,0.37083,0.46437,0.33657,0.45197,0.22666,0.70889,0.70889
circle,0.21269,0.19115,0.33114,0.31112,0.52519,0.52519,0.0,0.17956,0.28149,0.24863,0.15066,0.15066,0.76303,0.81314,0.29915,0.36003,0.43289,0.43289,0.38074,0.41287,0.55625,0.43032,0.43126,0.43126,0.44342,0.70078,0.21776,0.15617,0.21135,0.21135,0.72246,0.4471,0.46525,0.29507,0.70889,0.70889
circle,0.39222,0.45867,0.28224,0.25202,0.37337,0.37337,0.0082,0.20969,0.2155,0.20047,0.08098,0.08098,0.75915,0.7803,0.22313,0.25856,0.43289,0.43289,0.28205,0.25665,0.51368,0.5069,0.43126,0.43126,0.29322,0.58875,0.21451,0.15414,0.25275,0.25275,0.45069,0.311,0.40704,0.38611,0.40222,0.40222
circle,0.34449,0.35558,0.2744,0.22909,0.37337,0.37337,0.16848,0.32805,0.18933,0.12271,0.18079,0.18079,0.7193,0.78097,0.21041,0.25249,0.40807,0.40807,0.93748,0.72034,0.65603,0.57693,0.59219,0.59219,0.3496,0.56039,0.19436,0.11362,0.25275,0.25275,0.0,0.10738,0.4798,0.38341,0.37803,0.37803
circle,0.36588,0.30425,0.26216,0.21989,0.40238,0.40238,0.3253,0.3237,0.23018,0.20615,0.287,0.287,0.74667,0.79135,0.24029,0.24355,0.60778,0.60778,0.63836,0.60322,0.7002,0.46654,0.59219,0.59219,0.66734,0.7568,0.19816,0.11218,0.2378,0.2378,0.25007,0.14593,0.46606,0.54159,0.37803,0.37803
circle,0.30567,0.16529,0.28985,0.26489,0.5653,0.5653,0.45211,0.45356,0.24474,0.22292,0.287,0.287,0.74141,0.75989,0.20923,0.1905,0.60778,0.60778,0.24108,0.60848,0.70892,0.6746,0.33974,0.33974,0.75871,0.83077,0.26116,0.20117,0.24931,0.24931,0.57713,0.43779,0.37323,0.53245,0.22919,0.22919
circle,0.34154,0.36895,0.29307,0.26935,0.5653,0.5653,0.41361,0.4169,0.22255,0.20042,0.25442,0.25442,0.74513,0.82718,0.18253,0.20315,0.44369,0.44369,0.32809,0.64171,0.61103,0.54673,0.33974,0.33974,0.48532,0.58213,0.3407,0.32582,0.34679,0.34679,0.47622,0.44093,0.52559,0.51525,0.45657,0.45657
circle,0.38095,0.45243,0.28638,0.22966,0.36873,0.36873,0.4134,0.49642,0.22247,0.17985,0.18343,0.18343,0.72749,0.82216,0.19359,0.2126,0.44369,0.44369,0.25619,0.52969,0.532,0.50294,0.33032,0.33032,0.41209,0.72867,0.37182,0.38287,0.34679,0.34679,0.55489,0.39268,0.62122,0.53368,0.50794,0.50794
circle,0.39418,0.2137,0.28499,0.22406,0.51068,0.51068,0.30103,0.37527,0.26088,0.23044,0.22467,0.22467,0.69515,0.7726,0.21673,0.2088,0.51818,0.51818,0.38073,0.48504,0.59566,0.50393,0.58566,0.58566,0.68064,1.0,0.38387,0.39012,0.34327,0.34327,0.56688,0.45981,0.59079,0.59537,0.50794,0.50794
circle,0.42835,0.28088,0.28753,0.22791,0.51254,0.51254,0.30996,0.45013,0.23639,0.22741,0.22467,0.22467,0.70803,0.76993,0.21663,0.16294,0.54228,0.54228,0.4045,0.43166,0.60271,0.48715,0.58566,0.58566,0.33981,0.70173,0.4252,0.32116,0.44444,0.44444,0.42084,0.58332,0.51309,0.47577,0.37017,0.37017
circle,0.1429,0.03964,0.29185,0.25406,0.51254,0.51254,0.17483,0.3004,0.19556,0.19314,0.14821,0.14821,0.78185,0.76993,0.25663,0.23717,0.67758,0.67758,0.63203,0.47346,0.52541,0.32432,0.57547,0.57547,0.48628,0.723,0.37668,0.27069,0.44444,0.44444,0.40385,0.6338,0.45508,0.39327,0.2509,0.2509
circle,0.38058,0.25418,0.25788,0.20484,0.38479,0.38479,0.23575,0.36936,0.22417,0.21275,0.23559,0.23559,0.79479,0.83222,0.28772,0.30986,0.67758,0.67758,0.3809,0.41723,0.5247,0.39153,0.57547,0.57547,0.21115,0.12645,0.29331,0.28025,0.31759,0.31759,0.43065,0.4193,0.33271,0.32138,0.2509,0.2509
circle,0.40104,0.19866,0.23136,0.20503,0.38479,0.38479,0.27226,0.33613,0.24612,0.26389,0.23559,0.23559,0.74499,0.79939,0.28105,0.37073,0.44873,0.44873,0.44331,0.53045,0.54982,0.55464,0.36695,0.36695,0.48104,0.56133,0.2831,0.28585,0.27783,0.27783,0.53865,0.24531,0.3229,0.44745,0.24648,0.24648
circle,0.35383,0.14399,0.25347,0.24119,0.28852,0.28852,0.26609,0.32277,0.23406,0.22416,0.16083,0.16083,0.75336,0.81648,0.22241,0.282,0.41454,0.41454,0.66459,0.69553,0.55515,0.51146,0.36695,0.36695,0.63659,0.80974,0.30837,0.31288,0.3583,0.3583,0.41338,0.50846,0.37248,0.38706,0.15611,0.15611
circle,0.33466,0.12896,0.26222,0.2552,0.38046,0.38046,0.41059,0.411,0.19881,0.18906,0.31619,0.31619,0.79452,0.86168,0.1506,0.14435,0.41202,0.41202,0.50915,0.72079,0.57494,0.56975,0.38329,0.38329,0.64955,0.66911,0.36161,0.35985,0.3583,0.3583,0.33678,0.31441,0.30401,0.32251,0.25621,0.25621
circle,0.3531,0.32261,0.27085,0.26375,0.38046,0.38046,0.43318,0.51475,0.21296,0.21857,0.31619,0.31619,0.83162,0.8657,0.19406,0.21241,0.45917,0.45917,0.1561,0.43317,0.60235,0.67726,0.38329,0.38329,0.37021,0.46183,0.39262,0.34908,0.34687,0.34687,0.44775,0.24767,0.34424,0.40958,0.25621,0.25621
circle,0.26177,0.24124,0.27982,0.27632,0.30147,0.30147,0.29461,0.47188,0.22615,0.22269,0.16723,0.16723,0.7399,0.79102,0.23711,0.27089,0.46528,0.46528,0.39344,0.55721,0.62251,0.6552,0.39233,0.39233,0.24727,0.24604,0.41569,0.37438,0.33906,0.33906,0.62925,0.65386,0.33579,0.29518,0.23645,0.23645
circle,0.41034,0.33263,0.26633,0.19696,0.46224,0.46224,0.15652,0.33955,0.1927,0.15145,0.12956,0.12956,0.69572,0.78935,0.19943,0.23769,0.46528,0.46528,0.48779,0.39077,0.52524,0.55544,0.39233,0.39233,0.39653,0.31175,0.36769,0.33768,0.33906,0.33906,0.54481,0.62121,0.54989,0.37962,0.69085,0.69085
circle,0.33128,0.34683,0.30728,0.25596,0.46224,0.46224,0.35689,0.44269,0.19576,0.11176,0.27948,0.27948,0.6786,0.72539,0.20256,0.22114,0.54839,0.54839,0.52938,0.71523,0.53209,0.50985,0.28418,0.28418,0.19424,0.32215,0.37759,0.23471,0.69538,0.69538,0.59757,0.75849,0.67253,0.60656,0.69085,0.69085
circle,0.27249,0.15525,0.30924,0.30847,0.37892,0.37892,0.17456,0.32029,0.26551,0.2626,0.27948,0.27948,0.81387,0.80174,0.24889,0.26062,0.54839,0.54839,0.2156,0.73523,0.67981,0.62103,0.33801,0.33801,0.82143,0.77287,0.39625,0.29266,0.69538,0.69538,0.61719,0.57192,0.41376,0.20796,0.25105,0.25105
circle,0.43162,0.25584,0.29221,0.30054,0.36781,0.36781,0.12071,0.33209,0.26362,0.25683,0.22053,0.22053,0.857,0.87977,0.23081,0.3041,0.53833,0.53833,0.12086,0.54789,0.67733,0.69531,0.34753,0.34753,0.22746,0.34082,0.36607,0.32144,0.32858,0.32858,0.41173,0.36463,0.32873,0.27532,0.14975,0.14975
circle,0.23879,0.10394,0.30831,0.29992,0.36781,0.36781,0.13137,0.3501,0.26858,0.23992,0.16949,0.16949,0.74658,0.78599,0.21726,0.29793,0.43541,0.43541,0.75606,0.82469,0.6786,0.72206,0.38223,0.38223,0.33871,0.35051,0.46619,0.42806,0.43636,0.43636,0.47847,0.4606,0.39409,0.33769,0.16749,0.16749
circle,0.47808,0.49415,0.29716,0.26968,0.4502,0.4502,0.08802,0.18545,0.29895,0.2994,0.18475,0.18475,0.81518,0.86737,0.20675,0.26154,0.43541,0.43541,0.39193,0.53165,0.64444,0.68926,0.38223,0.38223,0.85694,0.66745,0.45634,0.4771,0.43636,0.43636,0.39241,0.3738,0.40665,0.39365,0.16749,0.16749
circle,0.44923,0.46369,0.23186,0.18884,0.4502,0.4502,0.18325,0.23516,0.21264,0.18677,0.18475,0.18475,0.82348,0.89048,0.14286,0.1464,0.41418,0.41418,0.19057,0.38686,0.42766,0.46863,0.32724,0.32724,0.60744,0.78185,0.36664,0.36954,0.37582,0.37582,0.43339,0.19143,0.37207,0.34956,0.32959,0.32959
circle,0.27191,0.29131,0.21899,0.17417,0.34529,0.34529,0.24224,0.22212,0.19043,0.15753,0.20283,0.20283,0.81004,0.87072,0.13838,0.13345,0.50595,0.50595,0.25678,0.52924,0.55818,0.51991,0.32724,0.32724,0.3317,0.79603,0.40095,0.35855,0.34498,0.34498,0.59059,0.19733,0.35142,0.37191,0.32959,0.32959
circle,0.15625,0.01795,0.24184,0.21466,0.34529,0.34529,0.14684,0.21559,0.24491,0.20913,0.20283,0.20283,0.93091,0.92699,0.1809,0.18958,0.50595,0.50595,0.62213,1.0,0.76389,0.75068,0.36781,0.36781,0.59811,0.81068,0.39376,0.34225,0.34498,0.34498,0.50727,0.34024,0.36411,0.41231,0.29133,0.29133
circle,0.17588,0.09517,0.19518,0.17745,0.30455,0.30455,0.16792,0.3268,0.21656,0.21036,0.13823,0.13823,1.0,0.93637,0.17244,0.20664,0.49407,0.49407,0.63261,0.86558,0.72543,0.88229,0.36781,0.36781,0.5323,0.37414,0.32369,0.32492,0.33442,0.33442,0.4402,0.39098,0.27604,0.40412,0.23847,0.23847
circle,0.2553,0.14859,0.17473,0.17042,0.19902,0.19902,0.22433,0.33861,0.18996,0.20706,0.10471,0.10471,0.97993,0.94608,0.18194,0.2308,0.49227,0.49227,0.49246,0.51451,0.59895,0.68774,0.29994,0.29994,0.46023,0.21248,0.32167,0.31513,0.26331,0.26331,0.43821,0.46178,0.26676,0.25996,0.12826,0.12826
circle,0.21688,0.20867,0.16676,0.15044,0.23883,0.23883,0.30361,0.40012,0.20526,0.21357,0.16102,0.16102,0.94197,0.95277,0.19361,0.25765,0.45485,0.45485,0.40894,0.50278,0.63689,0.68401,0.39415,0.39415,0.48258,0.37107,0.31157,0.28329,0.26228,0.26228,0.49577,0.57113,0.2718,0.25474,0.12826,0.12826
circle,0.20699,0.23873,0.20172,0.18272,0.23883,0.23883,0.30592,0.47686,0.23187,0.26145,0.17552,0.17552,0.95217,0.98929,0.19059,0.23276,0.50198,0.50198,0.4256,0.62848,0.71451,0.74248,0.39415,0.39415,0.49167,0.50508,0.32816,0.29421,0.27345,0.27345,0.52779,0.49495,0.21581,0.25918,0.11231,0.11231
circle,0.28139,0.1778,0.22847,0.21889,0.28481,0.28481,0.20574,0.29418,0.24864,0.25615,0.17909,0.17909,0.99736,0.99665,0.16639,0.23008,0.50198,0.50198,0.35324,0.6378,0.73689,0.74916,0.32475,0.32475,0.56439,0.65564,0.33692,0.27683,0.27345,0.27345,0.44017,0.45706,0.23933,0.28456,0.0602,0.0602
circle,0.18065,0.1778,0.26367,0.21457,0.30641,0.30641,0.2543,0.324,0.21721,0.20877,0.18907,0.18907,0.91223,0.94742,0.18105,0.24098,0.4239,0.4239,0.43424,0.70591,0.7374,0.83341,0.31927,0.31927,0.45378,0.33893,0.37311,0.29467,0.40132,0.40132,0.4504,0.36161,0.24274,0.28613,0.18284,0.18284
circle,0.301,0.27003,0.29631,0.24671,0.75322,0.75322,0.38074,0.46039,0.22108,0.23456,0.18907,0.18907,0.82829,0.85633,0.18418,0.21744,0.46384,0.46384,0.40673,0.67103,0.66578,0.76781,0.31927,0.31927,0.43736,0.46183,0.4694,0.35625,0.41171,0.41171,0.41172,0.33893,0.38569,0.38553,0.18284,0.18284
circle,0.3107,0.20158,0.28228,0.25838,0.75322,0.75322,0.44501,0.65362,0.27982,0.28721,0.19227,0.19227,0.8061,0.76624,0.22871,0.2415,0.46384,0.46384,0.3975,0.60096,0.73014,0.73666,0.55057,0.55057,0.28662,0.48996,0.46043,0.42873,0.41171,0.41171,0.54381,0.66671,0.4249,0.34448,0.24394,0.24394
circle,0.28398,0.37813,0.25321,0.24167,0.25149,0.25149,0.3258,0.41223,0.27426,0.29,0.19227,0.19227,0.83291,0.90054,0.22417,0.2859,0.42714,0.42714,0.45923,0.51346,0.76949,0.78747,0.55057,0.55057,0.46399,0.32687,0.33257,0.28746,0.33597,0.33597,0.43656,0.43241,0.2803,0.32677,0.24394,0.24394
circle,0.51454,0.45408,0.14866,0.13188,0.25149,0.25149,0.32897,0.34669,0.16205,0.14846,0.17571,0.17571,0.88098,0.98291,0.11746,0.14629,0.39115,0.39115,0.18277,0.21846,0.5335,0.4867,0.4203,0.4203,0.60461,0.35051,0.2376,0.23427,0.24296,0.24296,0.21571,0.21044,0.18157,0.21885,0.1043,0.1043
