id,acc_rh_x,acc_rh_y,acc_rh_z,gyro_rh_x,gyro_rh_y,gyro_rh_z,acc_lh_x,acc_lh_y,acc_lh_z,gyro_lh_x,gyro_lh_y,gyro_lh_z,acc_leg_x,acc_leg_y,acc_leg_z,gyro_leg_x,gryo_leg_y,gryo_leg_z
1,231,221,-1208,-1716,-1685,-556,391,395,-201,0,-2198,1400,-1057,-42,-20,-2118,232,-38
2,417,177,-1129,-161,-879,-844,755,588,-10,0,-1765,1788,-1263,-204,199,-2118,665,349
3,643,-357,-771,0,-655,-1182,850,-132,402,0,-2033,2404,-1306,-118,-7,-2118,397,966
4,1070,-10,-508,0,-1229,-1538,1145,-73,996,0,2391,-2258,-1406,-93,-54,-2118,-177,1302
5,1332,65,-364,0,-2110,-1914,1387,290,269,0,1481,-2490,-1366,-25,36,-2118,-1087,1071
6,1403,137,-663,0,2088,-2056,1242,128,-636,0,1194,2058,-1211,-62,1,-2118,-1374,619
7,1201,476,-982,0,1867,-1912,978,-462,-763,0,1491,1456,-1052,-75,29,-2118,-1077,18
8,915,1016,-645,0,2044,-1675,1264,-99,-243,0,1679,978,-895,-7,-20,-2118,-890,-460
9,1146,271,-173,0,2075,-1198,1219,1321,193,724,1443,878,-832,42,-89,-1393,-1125,-560
10,1100,-991,-97,0,1899,-891,942,1568,490,-783,1011,1148,-686,-119,-177,2098,-1558,-290
11,806,-1177,-391,-1727,2029,-384,918,1189,308,0,699,1201,-909,9,-138,-2118,-1869,-237
12,643,-1418,-359,502,2268,34,983,1377,219,0,443,1495,-960,-174,-10,-2118,-2125,56
13,685,-1092,-37,0,-2392,314,832,1788,709,0,231,2231,-742,-490,126,-2118,-2337,792
14,923,-621,313,0,-2254,651,630,1112,1148,0,425,-2327,-692,-28,409,-2118,-2143,1234
15,976,-119,355,0,-2188,430,617,-167,1310,0,981,-2396,-581,110,586,-2118,-1587,1164
16,1057,399,338,0,-2062,204,522,-2000,835,0,1879,2220,-578,117,467,-2118,-689,781
17,1168,1220,257,0,-2044,256,851,-2000,-423,0,1769,1807,-583,294,433,-2118,-799,369
18,1166,1843,-165,0,-2012,288,451,-851,-697,0,2201,1343,-643,142,436,-2118,-368,-94
19,1073,1569,-751,1636,-1905,-205,424,417,-237,0,-1857,1310,-544,-169,496,-2118,573,-127
20,738,743,-1085,0,-1085,-981,1025,402,342,0,-1626,1626,-525,-80,667,-2118,804,187
21,940,-215,-743,0,-390,-1313,1115,427,336,0,-1978,2188,-586,187,486,-2118,452,750
22,998,-200,-363,0,-1046,-1544,1144,524,333,0,2370,-2272,-641,206,201,-2118,-199,1289
