id,acc_rh_x,acc_rh_y,acc_rh_z,gyro_rh_x,gyro_rh_y,gyro_rh_z,acc_lh_x,acc_lh_y,acc_lh_z,gyro_lh_x,gyro_lh_y,gyro_lh_z,acc_leg_x,acc_leg_y,acc_leg_z,gyro_leg_x,gryo_leg_y,gryo_leg_z
1,1181,-1243,-62,-2500,-360,769,1317,-509,108,2500,-549,-500,-974,16,11,2500,-549,-500
2,937,-530,242,-2500,-412,724,1329,-1052,128,2500,-792,-552,-913,45,-124,2500,-792,-552
3,1086,1284,421,-2500,-283,808,944,-1470,-41,2500,-770,-676,-918,62,-182,2500,-770,-676
4,1199,2000,-82,-2500,-107,940,840,-1392,-190,2500,-640,-859,-814,-33,-177,2500,-640,-859
5,820,1504,-748,-1453,-45,1294,796,-744,-193,2087,-454,-995,-949,52,-186,2087,-454,-995
6,603,584,-886,-494,77,1329,706,-700,-289,1445,-423,-1060,-919,2,-159,1445,-423,-1060
7,561,0,-909,92,272,1218,769,-427,-506,267,-239,-1000,-797,101,142,267,-239,-1000
8,657,-180,-913,655,515,1022,1079,-67,-572,-919,117,-686,-716,395,255,-919,117,-686
9,865,-169,-857,1291,733,768,929,276,-644,-2134,348,-498,-797,346,139,-2134,348,-498
10,799,-222,-713,2164,893,440,834,513,-676,-2500,708,-312,-824,212,174,-2500,708,-312
11,792,-280,-546,2500,1003,149,682,775,-657,-2500,1280,-89,-777,164,310,-2500,1280,-89
12,867,-78,-375,2500,1139,-121,748,419,-130,-2500,1514,220,-692,146,400,-2500,1514,220
13,1000,-1,-69,2500,1146,-480,896,389,299,-2500,1299,478,-536,205,451,-2500,1299,478
14,1115,-155,184,2500,913,-737,946,282,447,-2500,1033,697,-501,188,410,-2500,1033,697
15,1045,-156,235,2500,611,-832,889,188,366,-2500,584,816,-547,166,328,-2500,584,816
16,860,122,172,2298,347,-819,782,170,275,-2500,114,777,-565,117,237,-2500,114,777
17,772,361,186,2415,-17,-787,721,-114,173,-2500,-168,644,-552,43,129,-2500,-168,644
18,675,354,177,2361,-308,-593,638,-128,83,-2500,-426,373,-624,-32,-59,-2500,-426,373
19,757,213,127,1605,-502,-208,673,18,16,-1820,-574,-7,-748,-73,-176,-1820,-574,-7
20,846,181,5,907,-687,98,823,138,-55,-605,-652,-287,-1191,-245,-226,-605,-652,-287
21,1024,300,-35,664,-787,391,988,133,-156,-31,-588,-499,-1705,899,-393,-31,-588,-499
22,1176,73,-176,506,-889,638,1196,259,-134,536,-539,-586,-1302,-155,-99,536,-539,-586
23,1226,-338,-445,-7,-845,793,1221,376,-144,978,-564,-608,-802,700,341,978,-564,-608
24,1340,-602,-525,-831,-737,746,1337,803,-116,2395,-646,-497,-989,41,118,2395,-646,-497
25,1356,-902,-278,-2053,-647,522,1229,687,-60,2500,-743,-376,-907,107,208,2500,-743,-376
26,1031,-891,-114,-2500,-607,329,1231,139,-25,2500,-678,-258,-926,67,19,2500,-678,-258
27,932,-161,26,-2500,-405,440,1175,-481,49,2500,-694,-225,-921,59,-39,2500,-694,-225
28,1017,981,68,-2500,-79,461,1048,-1134,201,2500,-793,-338,-975,41,-78,2500,-793,-338
29,1022,1567,-80,-2500,152,721,820,-1784,115,2500,-727,-609,-754,-26,-96,2500,-727,-609
30,935,1300,-221,-2464,194,1028,726,-1325,21,2365,-501,-896,-815,61,-132,2365,-501,-896
31,721,529,-329,-1290,187,1179,728,-721,29,1613,-498,-1073,-892,0,-307,1613,-498,-1073
32,605,-97,-393,-940,177,1101,612,-472,-260,1018,-503,-1211,-1193,-45,-405,1018,-503,-1211
33,620,-64,-652,-500,380,978,856,79,-642,-278,-52,-868,-1390,132,-113,-278,-52,-868
34,904,64,-759,1148,581,584,924,284,-712,-2296,393,-485,-1229,359,-86,-2296,393,-485
35,836,-109,-656,2500,793,140,863,703,-647,-2500,1215,9,-873,319,246,-2500,1215,9
