id,acc_rh_x,acc_rh_y,acc_rh_z,gyro_rh_x,gyro_rh_y,gyro_rh_z,acc_lh_x,acc_lh_y,acc_lh_z,gyro_lh_x,gyro_lh_y,gyro_lh_z,acc_leg_x,acc_leg_y,acc_leg_z,gyro_leg_x,gryo_leg_y,gryo_leg_z
1,1298,-19,-38,-1520,-532,707,1579,480,449,-591,-1257,-2401,-1146,-208,-341,1411,-1051,-647
2,1281,-32,-214,-1248,-747,940,1069,-88,146,-15,-1688,-2167,-1142,95,-340,1987,-1482,-413
3,1234,-340,-305,-1385,-628,936,796,-1637,-229,-15,-1236,-1969,-933,66,-305,1987,-1030,-215
4,1277,-495,-219,-2500,-152,674,588,-2000,-1118,-664,-452,2382,-832,187,-227,1339,-246,-863
5,1202,-156,170,-2500,-93,377,567,-1579,-1317,-1810,553,1424,-754,-13,-286,192,759,-1821
6,1041,131,154,-2500,-99,309,705,-805,-739,2414,1177,1170,-710,-365,-249,-582,1383,-2075
7,929,271,-120,-2500,-56,408,1011,386,-65,2010,1189,1435,-796,-83,106,-986,1395,-1810
8,849,316,-439,-2500,164,743,978,212,-31,-1547,918,1647,-759,41,268,456,1124,-1598
9,513,106,-987,-1540,499,1113,1103,206,-521,-1838,970,1478,-783,392,475,164,1176,-1767
10,610,-528,-750,634,1129,1104,891,1886,-1102,392,2012,-2326,-290,264,648,2395,2218,-572
11,848,-663,-309,2309,1376,645,583,1422,-280,-15,-2309,-1279,-352,114,822,1988,-2103,474
12,1069,-738,91,2500,1303,212,1154,708,346,-15,2445,-644,-808,185,451,1988,-2348,1109
13,1058,-949,142,2044,1168,-488,954,990,245,-15,1651,-106,-934,27,299,1988,1856,1647
14,861,-551,140,1702,860,-881,485,70,-115,667,1161,-21,-980,203,68,-2329,1367,1733
15,719,-219,339,2387,346,-990,646,-871,363,892,724,-362,-947,275,-137,-2104,929,1391
16,721,-241,238,2500,-236,-1186,600,-700,332,623,326,-853,-849,294,-116,-2373,532,900
17,703,110,53,2299,-565,-1259,625,-369,98,1352,-119,-1385,-871,-85,-231,-1644,86,368
18,654,679,-202,2377,-622,-926,603,-396,110,-2429,-390,-1783,-821,-12,-272,-425,-184,-28
19,904,652,-39,2287,-732,-283,619,-564,0,-1966,-510,-2297,-572,-147,-269,36,-304,-543
20,1107,474,52,1301,-824,312,789,-305,29,-1980,-576,2374,-615,-281,-472,22,-370,-871
21,1225,36,-117,-174,-694,629,952,21,-26,-1914,-775,2341,-1266,-76,-599,88,-569,-904
22,1230,-137,-63,-1174,-622,769,1128,158,-23,-1195,-1081,2418,-1373,-14,-663,807,-875,-827
23,1356,-51,29,-1158,-757,936,1093,-273,-262,-52,-1384,-2426,-1066,-149,-442,1951,-1179,-672
24,1243,-126,-227,-1173,-626,1287,919,-1527,-587,-15,-1113,2437,-1143,-180,-389,1987,-907,-808
25,1210,-645,-378,-1850,-215,1275,874,-2000,-960,-677,-542,1946,-1112,25,-396,1325,-337,-1299
26,1356,-826,-5,-2500,115,680,698,-1173,-1141,-2192,277,1407,-1044,177,-359,-189,483,-1838
27,1233,-153,266,-2500,79,340,641,-414,-737,-1675,889,1233,-944,117,-453,328,1095,-2012
28,1034,490,26,-2500,-147,406,696,-486,-376,-1451,1006,1286,-835,0,-273,551,1212,-1959
29,686,698,-514,-2500,-131,878,607,-328,-183,-1514,804,1193,-667,-41,-118,488,1010,-2052
30,466,216,-721,-1270,184,1225,571,-280,-462,-1715,845,1174,-680,-30,326,287,1051,-2071
31,582,-815,-588,341,501,930,804,807,-734,1574,1241,1399,-738,-20,331,-1422,1447,-1845
32,570,-860,-585,813,1008,389,691,1610,-826,744,2085,2443,-406,323,646,-2252,2290,-802
33,815,-573,-224,1475,1325,160,789,1149,12,-15,2366,-1683,-181,-22,622,1988,-2427,70
34,987,-595,156,1860,1254,-257,887,870,-26,-15,2197,-945,-412,-7,903,1988,2403,808
35,905,-586,168,2081,1082,-703,841,825,229,-15,1778,-564,-770,218,765,1988,1983,1189
36,944,-386,287,2334,746,-808,875,497,418,138,1251,-297,-939,204,207,2142,1456,1457
37,886,-519,410,2500,308,-1005,698,98,274,1003,739,-318,-978,210,62,-1993,944,1435
38,760,-369,286,2045,-198,-1299,491,-213,28,1728,390,-616,-988,286,-247,-1268,596,1138
39,634,151,120,1684,-506,-1297,447,-399,-166,2357,294,-1035,-904,234,-214,-639,500,719
40,643,631,-154,2163,-857,-1044,734,-319,3,-2191,230,-1437,-857,-55,-319,-187,436,316
41,896,954,-153,2180,-947,-429,927,-236,137,-2048,14,-1606,-799,30,-417,-44,220,148
42,1139,611,-26,1409,-1013,239,904,-148,212,-1624,-130,-1728,-834,63,-178,378,75,26
43,1067,0,-232,-15,-923,516,938,301,415,-1395,-392,-1569,-813,-42,-619,607,-186,185
